name,main_info,whisky_type,volume(cl),alcohol(%),price(£),style_body_last,style_richness_last,style_smoke_last,style_sweetness_last,characters,food_paring,bottler,bottling_decade_clean,bottler_canon,is_independent,bottling_year,age,age_,age_int,is_nas,country,region,casktype,cask_group,colouring,vintage,vintage_clean,nose,palate,finish,reviews,_text_all,price_per_cl,alcohol_density,smoky_family,fruity_family,floral_family,herbal_family,sweet_family,nutty_family,spicy_family,woody_family,earthy_family,malty_family,creamy_family,wine_family,marine_family,other_family,rarity_scarcity,rarity_price_premium,rarity_distillery,rarity_vintage,rarity_score,cluster_taste,cluster_taste_name,pc1,pc2
Glenlivet Founder's Reserve,speyside single malt scotch whiskydistillery bottling,single malt,70.0,40.0,37.75,2.0,2.0,0.0,3.0,"Apple, Pear, Grass, Toffee",,distillery bottling,,distillery bottling,0,,,,16.203125,1,scotland,speyside,not specified,unknown,True,,,"Delicate aromas of citrus fruit, notably sweet orange.","Sweet, fruit notes of zesty oranges and pears, with a hint of candy, toffee apples. Well-balanced and exceptionally smooth.","Long, creamy and smooth.","When an established distillery fills a whiskey into a really nice (!) flask, names it ""Founder's Reserve"", people would expect a matching quality. This drink does not meet those expectations at all. Raw, scratchy, metallic. The potential is there, but would have needed much more ageing. Overpositioning a product like this, and misleading customers by doing so will alienate fans from this otherwise quite palatable brand. Sorry. || Lovely,smooth tasty,warming. || 3.5. Pleasant dram. Nothing overpowering. You can tell there is some young liquid in here particularly on the nose which carries a little too much alcohol. As with many NAS drams, improves with resting and maybe a bit of ice (shock horror!). Hilarious reading these reviews though. My favourite comments are: - ""a good starting whisky"", subtly boasting that the reviewer is a seasoned veteran with a highly tuned palate, more used to complex flavours - ""there are better blends out there"", well yeah... there are some incredible blends out there. - ""tastes watered down"", well yeah!...its bottled at 40% which means the distillery almost certainly (as with any 40% bottling) added purified water when bottling... watering it down. While I'm at it - please stop slating people for adding water or ice to their dram. Its great. Also - stop harping on about the peatiness coming from the water, its nonesense. Thank you please || I drink it and I like it. But it’s too short on the finish and missing half of the palate. It is a bottle of all of the elements I love about Glenlivet, but too fast and not enough. With no pause in between. || A nice way to enter the single malts world and not just on the price. This is a smooth, gentle and fresh whisky with sweet citric nose notes, specially orange. It has a soft creamy mouthfill and keeps the orange promise with a middle persistence, also apple and candy tastes can be noticed. The finish stays on the smooth range with a spicy touch. On a sunny day, at the beach or by the pool this bottle will work for everyone, specially the non initiated and that's what I guess is the focus of this expression.",apple pear grass toffee delicate aromas of citrus fruit notably sweet orange sweet fruit notes of zesty oranges and pears with hint of candy toffee apples well-balanced and exceptionally smooth long creamy and smooth when an established distillery fills whisky into really nice flask names it founder reserve people would expect matching quality this drink does not meet those expectations at all raw scratchy metallic the potential is there but would have needed much more ageing overpositioning product like this and misleading customers by doing so will alienate fans from this otherwise quite palatable brand sorry lovely smooth tasty warming pleasant dram nothing overpowering you can tell there is some young liquid in here particularly on the nose which carries little too much alcohol as with many nas drams improves with resting and maybe bit of ice shock horror hilarious reading these reviews though my favourite comments are - good starting whisky subtly boasting that the reviewer is seasoned veteran with highly tuned palate more used to complex flavours - there are better blends out there well yeah there are some incredible blends out there - tastes watered down well yeah its bottled at which means the distillery almost certainly as with any bottling added purified water when bottling watering it down while at it - please stop slating people for adding water or ice to their dram its great also - stop harping on about the peatiness coming from the water its nonesense thank you please drink it and like it but it too short on the finish and missing half of the palate it is bottle of all of the elements love about glenlivet but too fast and not enough with no pause in between nice way to enter the single malts world and not just on the price this is smooth gentle and fresh whisky with sweet citric nose notes specially orange it has soft creamy mouthfill and keeps the orange promise with middle persistence also apple and candy tastes can be noticed the finish stays on the smooth range with spicy touch on sunny day at the beach or by the pool this bottle will work for everyone specially the non initiated and that what guess is the focus of this expression,0.5392857142857143,2800.0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0.0,0.0010053948174519,0.0,0.0,0.0005964069664924,2,Balanced,-2.1456660813725863,-1.1705514130189414
Glentauchers 20149 Year Old American Oak Carn Mor Strictly Limite,speyside single malt scotch whiskycarn mor,single malt,70.0,47.5,58.95,3.0,4.0,0.0,3.0,"Pear, Shortbread, Biscuits, Coconut, Milk Chocolate, Apple",,carn mor,,carn mor,1,,9 year old,9.0,9.0,0,scotland,speyside,not specified,unknown,False,,,no description,no description,no description,,pear shortbread biscuits coconut milk chocolate apple no description no description no description,0.8421428571428572,3325.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7775044417110838,0.0025499143920883,0.0,0.124882922260381,0.5121210823581029,1,Balanced,0.9094413793281985,-0.3940904229962206
Dailuaine 20176 Year Old Sherry Cask Carn Mor Strictly Limited,speyside single malt scotch whiskycarn mor,single malt,70.0,47.5,49.5,4.0,3.0,0.0,4.0,"Meat, Fruit Cake, Toffee, Cinnamon, Pastries, Dark Chocolate",,carn mor,,carn mor,1,,6 year old,6.0,6.0,0,scotland,speyside,first fill sherry butt,sherry,Unknown,,,no description,no description,no description,,meat fruit cake toffee cinnamon pastries dark chocolate no description no description no description,0.7071428571428572,3325.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.7775044417110838,0.0018614375062245,0.0,0.0312207305650952,0.4746719786095549,0,Sweet & Rich & Full-Body,1.9143033444484774,-1.5627402489217164
Dailuaine 201012 Year Old Cask DL15922 Old Particular,speyside single malt scotch whiskydouglas laing,single malt,70.0,48.4,68.25,3.0,4.0,0.0,3.0,"Mango, Pineapple, Ginger, Bread, Melon, Raspberry",,douglas laing,,douglas laing,1,,12 year old,12.0,12.0,0,scotland,speyside,refill hogshead,bourbon,False,,,no description,no description,no description,,mango pineapple ginger bread melon raspberry no description no description no description,0.975,3388.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.6770225766773796,0.0032274630734147,0.0,0.2185451139556667,0.489957185393689,1,Balanced,0.9094413793281985,-0.3940904229962206
Braeval 199130 Year Old Xtra Old Particular,speyside single malt scotch whiskydouglas laing,single malt,70.0,50.2,366.0,4.0,4.0,0.0,3.0,"Toffee, Cinnamon, Peardrops, Orange, Pastries",,douglas laing,,douglas laing,1,,30 year old,30.0,30.0,0,scotland,speyside,refill barrel,bourbon,False,,,no description,no description,no description,,toffee cinnamon peardrops orange pastries no description no description no description,5.228571428571429,3514.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.6770225766773796,0.0249199490803952,0.0,0.7805182641273812,0.7250694817453396,4,Rich & Full-Body,2.1073920919476614,-0.06089702743221838
Glen Grant 199825 Year Old Old Malt Cask 25th Anniversary,speyside single malt scotch whiskyhunter laing,single malt,70.0,50.0,281.0,4.0,4.0,0.0,3.0,"Raspberry, Coconut, Mint, Leather",,hunter laing,,hunter laing,1,,25 year old,25.0,25.0,0,scotland,speyside,refill barrel,bourbon,False,,,no description,no description,no description,,raspberry coconut mint leather no description no description no description,4.014285714285714,3500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.7775044417110838,0.0187272998424663,0.0,0.624414611301905,0.7192679875531436,4,Rich & Full-Body,2.1073920919476614,-0.06089702743221838
Macallan Classic Cut 2022 Release,speyside single malt scotch whiskydistillery bottling,single malt,70.0,52.5,160.0,3.0,2.9,0.8,2.8,no description,,distillery bottling,,distillery bottling,0,,,,16.203125,1,scotland,speyside,not specified,unknown,False,,,no description,no description,no description,I’m really enjoying the 2022 edition.,no description no description no description no description really enjoying the edition,2.2857142857142856,3675.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0099118815155321,0.0,0.0,0.0058797947674854,1,Balanced,-0.27796099922526174,0.3619958766321207
Tomintoul 200019 Year Old Sherry Cask,speyside single malt scotch whiskydistillery bottling,single malt,70.0,55.8,212.0,3.1,3.0,0.6,3.0,no description,,distillery bottling,,distillery bottling,0,,19 year old,19.0,19.0,0,scotland,speyside,pedro ximenez sherry butt,sherry,False,,,no description,no description,no description,,no description no description no description no description,3.0285714285714285,3906.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.4690349688702804,0.0,0.4370902279113335,0.6488268473357006,1,Balanced,0.08650689519915575,-0.02452368687272325
Tamnavulin Sherry Edition,speyside single malt scotch whiskydistillery bottling,single malt,70.0,40.0,38.95,3.0,4.0,0.0,3.0,"Black Pepper, Cinnamon, Blackberry, Cherry, Dark Chocolate, Oak",,distillery bottling,,distillery bottling,0,,,,16.203125,1,scotland,speyside,sherry,sherry,Unknown,,,no description,no description,no description,"Bought as a good value Xmas present. Decent single malt and unexpectedly a good peaty finish which I like. Strong and complex in the finish on the palate. || Very good whisky and complex for the price. Sweet and no peat at all. I get mostly dark Chocolate and Banana. It reminds me of Banana Jelly covered in chocolate. || Very nice and smooth whisky, || Aroma of sweetness, the notes of vanilla and raisins are there. On tasting, for me the peatiness predominates. This was bought for me as a gift, I usually drink Bourbon, Rye and Sherry. || Was bought this as a gift, I usually drink bourbon. Unfortunately have to disagree with a previous reviewer, for me it had a strong peaty note.",black pepper cinnamon blackberry cherry dark chocolate oak no description no description no description bought as good value xmas present decent single malt and unexpectedly good peaty finish which like strong and complex in the finish on the palate very good whisky and complex for the price sweet and no peat at all get mostly dark chocolate and banana it reminds me of banana jelly covered in chocolate very nice and smooth whisky aroma of sweetness the notes of vanilla and raisins are there on tasting for me the peatiness predominates this was bought for me as gift usually drink bourbon rye and sherry was bought this as gift usually drink bourbon unfortunately have to disagree with previous reviewer for me it had strong peaty note,0.5564285714285715,2800.0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0.0,0.0010928204537521,0.0,0.0,0.0006482684418396,1,Balanced,0.9094413793281985,-0.3940904229962206
20 Year Old Speyside Cognac FinishWhisky Works,single malt scotch whisky,single malt,70.0,47.1,155.0,3.0,1.0,0.0,4.0,"Violet, Grapefruit, Milk Chocolate, Cream, Strawberry, Ginger",,,,distillery bottling,0,,20 year old,20.0,20.0,0,scotland,unknown_scotland,cognac barrique finish,brandy_cognac,False,,,"Barley sugar and toffee, candy necklaces and sweet butter. Floral notes develop along with fragrant grassiness. Soft notes of mint fondant hide at the back with building butter, toffee and butterscotch notes over the top.","Candied flowers lead, with Glacier Mints, sherbet lemons and sharp apples to follow. Gently spicy oak, ginger and a touch of polished wood develop. Hob-nob oats and sweet butter biscuits develop, balanced by sweet royal icing and touch of sour apple.","Soft but long, with a burst of sawdust fading to leave mint cream, apple sauce a touch of old damp oak. Sweet butter icing lingers.","Really nice whisky. Aromatic, sweet and fruity. Im usually an Islay drinker but this makes me want to change sides. Would love to see a sample set of all their whiskies!",violet grapefruit milk chocolate cream strawberry ginger barley sugar and toffee candy necklaces and sweet butter floral notes develop along with fragrant grassiness soft notes of mint fondant hide at the back with building butter toffee and butterscotch notes over the top candied flowers lead with glacier mints sherbet lemons and sharp apples to follow gently spicy oak ginger and touch of polished wood develop hob-nob oats and sweet butter biscuits develop balanced by sweet royal icing and touch of sour apple soft but long with burst of sawdust fading to leave mint cream apple sauce touch of old damp oak sweet butter icing lingers really nice whisky aromatic sweet and fruity im usually an islay drinker but this makes me want to change sides would love to see sample set of all their whiskies,2.2142857142857144,3297.0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0.3333333333333333,0.0095476080309481,0.0,0.4683109584764288,0.388602753271976,6,Sweet,-1.140804116252307,-2.339201238944437
Glen Moray Peated,speyside single malt scotch whiskydistillery bottling,single malt,70.0,40.0,27.95,3.0,3.0,3.0,2.0,"Leather, Smoke, Vanilla, Cream, Rhubarb, Cinnamon",,distillery bottling,,distillery bottling,0,,,,16.203125,1,scotland,speyside,not specified,unknown,True,,,Layers of peat with background of vanilla. Tangy rhubarb and hints of leather.,no description,"Long, sweet and spicy.","I thought this was a great buy, very drinkable and not as peaty as some of the Islay malts. Well worth the price and let the whisky snobs stay with their overpriced bottles. || This is such a pleasant change from the ""smack in the mouth"" peat you generally get from Islay. Because the peat used to dry the malt in Glen Moray is cut in the highlands, its constituent plants are very different from the coastal plants found on Islay. Resulting in a lovely peaty nose that is unmistakable, that is followed with a smoother and sweeter taste yet still quite spicy. For the current price, there are few peated malts to compare, and pretty much nothing from the Highlands that comes close. It's easily worth double, simply because Highland Peated Whisky is so rare. || Having bought this on a whim for £18 in a supermarket six months ago I've just got round to trying it.Bearing in mind I don't like Speyside as a rule this was out of character.Anyhow,credit where credit is due this is quite nice.Lovely peaty taste with a refreshing rhubarb undertone.I will quite happily polish this bottle off and buy another.3.75/5 || The character/personality is very good, but in the palate its youth is obvious. The smoke doen't quite cover up the ""spirity"" taste. Not a lot of complexity here, but still a very nice dram. || Yes I have tried this whiskey and I really like it as I like Smokey whiskey",leather smoke vanilla cream rhubarb cinnamon layers of peat with background of vanilla tangy rhubarb and hints of leather no description long sweet and spicy thought this was great buy very drinkable and not as peaty as some of the islay malts well worth the price and let the whisky snobs stay with their overpriced bottles this is such pleasant change from the smack in the mouth peat you generally get from islay because the peat used to dry the malt in glen moray is cut in the highlands its constituent plants are very different from the coastal plants found on islay resulting in lovely peaty nose that is unmistakable that is followed with smoother and sweeter taste yet still quite spicy for the current price there are few peated malts to compare and pretty much nothing from the highlands that comes close it easily worth double simply because highland peated whisky is so rare having bought this on whim for in supermarket six months ago ve just got round to trying it bearing in mind don like speyside as rule this was out of character anyhow credit where credit is due this is quite nice lovely peaty taste with refreshing rhubarb undertone will quite happily polish this bottle off and buy another the character personality is very good but in the palate its youth is obvious the smoke doen quite cover up the spirity taste not lot of complexity here but still very nice dram yes have tried this whisky and really like it as like smoky whisky,0.3992857142857143,2800.0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0.0,0.0002914187876672,0.0,0.0,0.0001728715844905,3,Smoky & Full-Body,-0.8253825280055808,3.453891173016841
